id,wm,iq,comp
9435,50,90,22
9436,49,68,19
9437,48,105,21
9438,45,127,18
9439,54,97,21
9440,44,109,18
9441,48,120,20
9442,45,114,19
9443,56,111,17
9444,47,102,18
9445,36,96,18
9446,52,111,20
9447,42,111,20
9448,48,82,18
9449,52,90,20
9450,46,87,18
9451,44,67,20
9452,53,114,19
9453,44,76,18
9454,49,104,19
9455,55,113,16
9456,47,100,20
9457,49,113,24
9458,50,116,20
9459,57,144,22
9460,51,116,19
9461,48,104,21
9462,54,97,21
9463,43,89,15
9464,50,109,19
9465,46,101,18
9466,55,85,18
9467,47,93,17
9468,47,131,19
9469,51,112,21
9470,49,110,22
9471,59,102,17
9472,58,100,19
9473,53,111,19
9474,49,111,20
9475,52,96,20
9476,49,107,20
9477,47,130,22
9478,39,104,22
9479,55,93,20
9480,56,106,20
9481,59,100,20
9482,47,78,21
9483,46,91,21
9484,51,112,21
9485,47,103,17
9486,48,83,19
9487,48,82,21
9488,54,82,20
9489,52,113,21
9490,49,75,21
9491,54,99,22
9492,55,104,22
9493,42,95,17
9494,51,100,18
9495,44,91,18
9496,61,111,15
9497,46,100,21
9498,43,88,22
9499,49,105,21
9500,51,107,20
9501,52,101,18
9502,44,103,20
9503,50,79,18
9504,50,81,19
9505,51,112,19
9506,53,115,22
9507,55,101,20
9508,45,102,21
9509,50,84,21
9510,42,101,19
9511,51,85,18
9512,52,107,17
9513,49,89,20
9514,45,99,19
9515,46,108,21
9516,62,88,22
9517,47,131,19
9518,57,123,18
9519,49,90,25
9520,57,97,22
9521,41,116,20
9522,48,109,20
9523,49,72,21
9524,52,112,15
9525,53,74,19
9526,49,72,20
9527,44,91,20
9528,44,105,21
9529,48,98,24
9530,49,119,20
9531,51,111,19
9532,40,107,19
9533,47,100,19
9534,49,88,20
9535,51,120,21
9536,43,76,15
9537,49,124,20
9538,46,101,21
9539,48,113,19
9540,47,94,22
9541,58,91,22
9542,45,109,20
9543,49,82,21
9544,45,91,18
9545,50,81,19
9546,47,121,19
9547,54,72,18
9548,50,91,23
9549,56,93,20
9550,50,97,17
9551,51,92,20
9552,53,81,17
9553,38,86,19
9554,38,125,19
9555,50,103,20
9556,41,79,21
9557,52,94,18
9558,52,70,19
9559,58,88,17
9560,45,112,22
9561,52,93,20
9562,49,101,17
9563,53,117,20
9564,53,124,17
9565,56,66,21
9566,47,99,19
9567,53,131,19
9568,47,92,17
9569,59,86,19
9570,55,124,21
9571,53,122,15
9572,55,91,18
9573,43,97,19
9574,57,114,21
9575,52,93,21
9576,42,102,20
9577,52,123,21
9578,53,86,19
9579,47,121,18
9580,48,109,19
9581,53,99,17
9582,49,76,20
9583,42,85,19
9584,47,97,20
9585,47,93,20
9586,58,110,18
9587,48,108,17
9588,42,108,19
9589,53,96,20
9590,48,110,20
9591,54,115,21
9592,54,109,20
9593,48,92,20
9594,44,106,20
9595,47,113,20
9596,56,93,21
9597,54,114,21
9598,39,91,19
9599,48,57,20
9600,40,102,19
9601,55,110,19
9602,47,99,18
9603,48,112,22
9604,49,99,18
9605,49,110,19
9606,55,92,20
9607,45,110,19
9608,49,92,16
9609,55,114,15
9610,44,108,21
9611,46,103,22
9612,51,86,24
9613,42,95,18
9614,41,120,19
9615,58,88,22
9616,48,119,21
9617,48,99,21
9618,49,83,19
9619,53,121,15
9620,59,121,22
9621,46,111,20
9622,48,89,22
9623,48,112,23
9624,47,88,19
9625,52,101,21
9626,56,80,21
9627,47,85,18
9628,51,65,21
9629,44,113,19
9630,51,83,18
9631,42,95,23
9632,37,109,23
9633,45,88,19
9634,43,71,15
9635,52,84,22
9636,48,94,20
9637,55,97,17
9638,47,114,21
9639,50,94,25
9640,39,85,19
9641,47,105,23
9642,50,98,19
9643,49,94,18
9644,43,121,22
9645,45,120,19
9646,40,115,21
9647,49,105,21
9648,59,90,22
9649,54,114,20
9650,46,86,17
9651,58,84,21
9652,54,102,15
9653,48,104,18
9654,52,104,16
9655,34,104,20
9656,52,111,18
9657,46,80,18
9658,43,88,20
9659,47,116,15
9660,47,117,20
9661,49,89,19
9662,41,105,24
9663,46,86,25
9664,52,105,21
9665,51,103,22
9666,47,93,19
9667,51,98,22
9668,49,126,20
9669,56,77,21
9670,49,99,17
9671,57,72,18
9672,40,112,21
9673,50,128,22
9674,47,112,18
9675,48,84,21
9676,53,99,16
9677,51,72,20
9678,48,113,22
9679,47,94,21
9680,49,89,20
9681,51,83,16
9682,50,90,22
9683,52,91,18
9684,41,100,19
9685,51,117,16
9686,46,92,19
9687,54,105,19
9688,46,78,18
9689,45,104,20
9690,54,128,22
9691,52,117,17
9692,41,113,18
9693,51,116,19
9694,45,119,18
9695,48,87,21
9696,56,101,19
9697,54,106,21
9698,40,79,17
9699,44,111,18
9700,52,97,18
9701,52,112,21
9702,51,92,17
9703,52,102,23
9704,49,95,20
9705,48,107,19
9706,47,109,19
9707,48,93,22
9708,45,118,20
9709,46,104,23
9710,50,124,19
9711,47,134,23
9712,49,95,20
9713,45,105,14
9714,51,99,18
9715,54,102,21
9716,43,107,23
9717,52,83,17
9718,44,87,22
9719,48,102,18
9720,42,95,18
9721,47,130,17
9722,40,80,18
9723,55,108,19
9724,54,105,22
9725,54,107,21
9726,45,128,18
9727,40,95,19
9728,51,85,24
9729,48,104,21
9730,45,81,19
9731,48,106,22
9732,44,116,22
9733,54,108,20
9734,40,102,18
9735,51,110,19
9736,50,81,17
9737,44,91,20
9738,45,113,18
9739,49,114,19
9740,52,119,19
9741,51,94,19
9742,43,109,22
9743,55,113,21
9744,48,94,20
9745,48,102,20
9746,52,96,24
9747,50,86,18
9748,52,96,17
9749,52,114,20
9750,48,84,17
9751,50,75,20
9752,49,110,21
9753,56,79,19
9754,47,124,23
9755,52,113,19
9756,51,116,20
9757,46,97,20
9758,49,111,20
9759,53,95,21
9760,44,96,22
9761,52,96,19
9762,58,110,18
9763,58,117,14
9764,50,127,22
9765,55,87,19
9766,42,71,21
9767,58,96,20
9768,50,90,19
9769,53,97,15
9770,53,85,17
9771,55,101,19
9772,53,87,19
9773,37,88,20
9774,53,97,21
9775,52,91,20
9776,50,96,17
9777,46,112,20
9778,49,79,20
9779,46,87,18
9780,48,111,20
9781,50,102,20
9782,47,95,20
9783,46,114,18
9784,52,89,21
9785,50,101,19
9786,46,72,18
9787,51,113,21
9788,48,116,18
9789,44,101,18
9790,50,90,19
9791,44,125,19
9792,50,77,21
9793,54,111,20
9794,51,66,18
9795,51,93,18
9796,45,109,21
9797,54,112,20
9798,54,79,21
9799,57,106,25
9800,51,82,19
9801,52,95,22
9802,42,92,20
9803,45,109,19
9804,43,98,15
9805,46,118,18
9806,42,111,19
9807,51,106,22
9808,49,91,21
9809,46,95,20
9810,48,88,21
9811,51,75,19
9812,50,105,21
9813,50,103,18
9814,48,94,20
9815,53,112,21
9816,49,96,18
9817,51,119,19
9818,53,98,21
9819,53,91,21
9820,49,99,21
9821,49,107,20
9822,48,106,20
9823,50,89,21
9824,57,95,20
9825,47,83,16
9826,49,103,16
9827,51,131,19
9828,55,101,19
9829,45,114,22
9830,52,83,18
9831,43,119,22
9832,39,105,21
9833,41,117,21
9834,45,85,24
9835,52,104,18
9836,52,105,21
9837,54,110,21
9838,49,102,21
9839,53,107,23
9840,60,91,17
9841,48,106,19
9842,49,99,21
9843,51,74,22
9844,52,119,22
9845,58,101,20
9846,49,81,18
9847,58,88,19
9848,51,107,18
9849,53,85,19
9850,42,119,20
9851,47,85,19
9852,49,103,19
9853,48,117,18
9854,41,73,20
9855,48,86,20
9856,58,87,21
9857,47,81,20
9858,48,130,19
9859,56,111,19
9860,41,85,17
9861,44,93,19
9862,46,89,19
9863,44,70,22
9864,43,121,16
9865,46,117,21
9866,42,90,23
9867,50,99,21
9868,51,103,21
9869,46,92,21
9870,56,93,18
9871,49,77,19
9872,42,93,20
9873,56,97,19
9874,48,93,20
9875,45,90,19
9876,48,112,20
9877,46,90,19
9878,52,74,21
9879,45,133,18
9880,49,94,20
9881,38,99,23
9882,45,95,19
9883,53,143,17
9884,47,82,18
9885,47,83,20
9886,50,108,22
9887,45,77,21
9888,47,91,19
9889,49,108,15
9890,49,95,20
9891,52,122,20
9892,48,93,16
9893,54,122,19
9894,44,73,21
9895,48,103,26
9896,48,110,20
9897,47,94,22
9898,52,112,20
9899,52,91,14
9900,48,104,20
9901,53,100,22
9902,42,94,19
9903,52,87,27
9904,49,119,26
9905,46,106,20
9906,45,101,20
9907,51,92,18
9908,48,103,23
9909,49,101,20
9910,57,90,19
9911,44,94,22
9912,48,97,19
9913,51,99,17
9914,48,115,19
9915,57,104,19
9916,52,92,18
9917,45,134,17
9918,46,106,21
9919,52,120,17
9920,54,105,20
9921,58,79,19
9922,48,96,24
9923,48,101,19
9924,49,111,20
9925,48,123,23
9926,48,95,19
9927,49,102,25
9928,49,114,20
9929,49,99,20
9930,43,103,17
9931,44,93,17
9932,49,104,20
9933,47,106,20
9934,48,101,18
9935,43,98,20
9936,41,91,19
9937,49,116,23
9938,49,103,20
9939,46,101,19
9940,50,84,22
9941,57,80,19
9942,39,102,22
9943,52,93,21
9944,42,93,21
9945,58,100,20
9946,49,92,17
9947,47,101,24
9948,53,84,25
9949,38,93,17
9950,56,126,21
9951,52,127,20
9952,57,81,20
9953,48,107,19
9954,47,99,18
9955,52,108,21
9956,47,91,17
9957,48,74,20
9958,51,89,19
9959,47,88,19
9960,48,80,19
9961,35,104,18
9962,44,65,21
9963,44,105,18
9964,42,110,21
9965,53,116,22
9966,50,98,19
9967,46,99,20
9968,51,88,20
9969,52,117,21
9970,48,115,20
9971,56,84,22
9972,40,118,20
9973,49,90,19
9974,55,107,16
9975,55,88,22
9976,53,79,19
9977,57,107,21
9978,50,86,17
9979,42,113,19
9980,61,104,15
9981,45,87,18
9982,43,102,17
9983,49,103,21
9984,49,71,21
9985,59,87,20
9986,46,104,20
9987,52,85,20
9988,44,98,23
9989,55,78,23
9990,55,107,18
9991,55,104,21
9992,43,126,19
9993,50,91,21
9994,40,76,21
9995,56,117,22
9996,50,106,18
9997,39,95,19
9998,49,109,20
9999,48,90,19
10000,53,124,20
